1 the current room
obj_wall
1 solid
0 px
192 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
192 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
6 id
0 create
0 x
224 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
224 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
7 id
0 create
0 x
256 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
256 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
256 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
8 id
0 create
0 x
288 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
288 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
288 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
9 id
0 create
0 x
320 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
320 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
320 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
10 id
0 create
0 x
352 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
352 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
352 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
11 id
0 create
0 x
384 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
384 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
384 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
12 id
0 create
0 x
416 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
416 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
416 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
13 id
0 create
0 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
448 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
14 id
0 create
32 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
32 px
448 py
0 b left
0 b top
32 b right
32 b bottom
32 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
15 id
0 create
96 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
96 px
448 py
0 b left
0 b top
32 b right
32 b bottom
96 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
16 id
0 create
64 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
64 px
448 py
0 b left
0 b top
32 b right
32 b bottom
64 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
17 id
0 create
128 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
128 px
448 py
0 b left
0 b top
32 b right
32 b bottom
128 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
18 id
0 create
160 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
160 px
448 py
0 b left
0 b top
32 b right
32 b bottom
160 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
19 id
0 create
224 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
224 px
448 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
20 id
0 create
192 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
192 px
448 py
0 b left
0 b top
32 b right
32 b bottom
192 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
21 id
0 create
256 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
256 px
448 py
0 b left
0 b top
32 b right
32 b bottom
256 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
22 id
0 create
288 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
288 px
448 py
0 b left
0 b top
32 b right
32 b bottom
288 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
23 id
0 create
320 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
320 px
448 py
0 b left
0 b top
32 b right
32 b bottom
320 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
24 id
0 create
352 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
352 px
448 py
0 b left
0 b top
32 b right
32 b bottom
352 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
25 id
0 create
384 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
384 px
448 py
0 b left
0 b top
32 b right
32 b bottom
384 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
26 id
0 create
416 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
416 px
448 py
0 b left
0 b top
32 b right
32 b bottom
416 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
27 id
0 create
448 x
448 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
448 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
448 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
28 id
0 create
448 x
416 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
416 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
416 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
29 id
0 create
448 x
384 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
384 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
384 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
30 id
0 create
448 x
352 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
352 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
352 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
31 id
0 create
448 x
320 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
320 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
320 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
32 id
0 create
448 x
288 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
288 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
288 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
33 id
0 create
448 x
256 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
256 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
256 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
34 id
0 create
448 x
224 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
224 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
35 id
0 create
448 x
192 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
192 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
192 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
36 id
0 create
448 x
160 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
160 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
160 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
37 id
0 create
448 x
128 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
128 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
128 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
38 id
0 create
448 x
96 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
96 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
96 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
39 id
0 create
448 x
64 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
64 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
64 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
40 id
0 create
448 x
32 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
32 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
32 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
41 id
0 create
448 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
448 px
0 py
0 b left
0 b top
32 b right
32 b bottom
448 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
42 id
0 create
416 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
416 px
0 py
0 b left
0 b top
32 b right
32 b bottom
416 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
43 id
0 create
384 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
384 px
0 py
0 b left
0 b top
32 b right
32 b bottom
384 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
44 id
0 create
352 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
352 px
0 py
0 b left
0 b top
32 b right
32 b bottom
352 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
45 id
0 create
320 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
320 px
0 py
0 b left
0 b top
32 b right
32 b bottom
320 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
46 id
0 create
288 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
288 px
0 py
0 b left
0 b top
32 b right
32 b bottom
288 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
47 id
0 create
224 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
224 px
0 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
48 id
0 create
256 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
256 px
0 py
0 b left
0 b top
32 b right
32 b bottom
256 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
49 id
0 create
160 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
160 px
0 py
0 b left
0 b top
32 b right
32 b bottom
160 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
50 id
0 create
192 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
192 px
0 py
0 b left
0 b top
32 b right
32 b bottom
192 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
51 id
0 create
128 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
128 px
0 py
0 b left
0 b top
32 b right
32 b bottom
128 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
52 id
0 create
64 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
64 px
0 py
0 b left
0 b top
32 b right
32 b bottom
64 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
53 id
0 create
96 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
96 px
0 py
0 b left
0 b top
32 b right
32 b bottom
96 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
54 id
0 create
0 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
0 px
0 py
0 b left
0 b top
32 b right
32 b bottom
0 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
55 id
0 create
32 x
0 y
0 image single
0.1 image speed
0 image number
1 alive
1 visible
1 image auto
0 image timer
0 image transprant
16777215 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_wall
1 solid
32 px
0 py
0 b left
0 b top
32 b right
32 b bottom
32 sx
0 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
56 id
0 create
224 x
224 y
4 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
1 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_createor
0 solid
224 px
224 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
1 the length of variables
timer1
2
0 offsetx
0 offsety
0 mouse enter
57 id
0 create
79.56439444 x
415.6725224 y
1 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
127 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
79.56439444 px
415.6725224 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
58 id
0 create
34.97943346 x
351.495982 y
4 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
146 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
34.97943346 px
351.495982 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
59 id
0 create
33.98254481 x
308.6012218 y
1 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
156 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
33.98254481 px
308.6012218 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
60 id
0 create
416.1372509 x
313.5950715 y
4 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
25 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
416.1372509 px
313.5950715 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
61 id
0 create
32.73904881 x
165.5256591 y
1 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
197 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
32.73904881 px
165.5256591 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
62 id
0 create
414.9482039 x
203.9305351 y
4 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
354 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
414.9482039 px
203.9305351 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
63 id
0 create
416.2746239 x
73.77860002 y
1 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
322 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
416.2746239 px
73.77860002 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
64 id
0 create
46.68042638 x
33.84803758 y
4 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
227 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
46.68042638 px
33.84803758 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
65 id
0 create
105.2980848 x
413.9627735 y
1 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
122 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
105.2980848 px
413.9627735 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
66 id
0 create
416.3367168 x
94.26724639 y
4 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
326 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
416.3367168 px
94.26724639 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
67 id
0 create
415.269382 x
207.2660974 y
1 image single
0.1 image speed
5 image number
1 alive
1 visible
1 image auto
0 image timer
1 image transprant
16711935 transprat color
355 direction 
0 speed
0 vspeed
0 hspeed
0 vector1
0 vector2
0 depth
32 width
32 height
obj_star
0 solid
415.269382 px
207.2660974 py
0 b left
0 b top
32 b right
32 b bottom
224 sx
224 sy
0 the length of variables
0 offsetx
0 offsety
0 mouse enter
68 id
0 create
131.0653169 x
